outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,employment_clean
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,85,8.326928887274944,5.73729313465071,10.916564639899178,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,85,6.492565735980029,5.397773897435099,7.587357574524959,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,85,5.869041661305721,1.7933639849694716,9.94471933764197,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,18,7.439254466080847,6.444425133019147,8.434083799142547,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,18,8.583185897068871,7.39822333818474,9.768148455953002,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,18,4.575757700440607,-0.22393323367927476,9.375448634560488,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,18,8.961775052701569,3.842822685652639,14.0807274197505,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,18,7.971159853208145,7.054031170507233,8.888288535909057,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,18,9.119271799729166,4.809227633231531,13.4293159662268,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,18,6.294774885086066,2.619932467676086,9.969617302496047,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,18,-11.843626601914377,-67.77706492081023,44.08981171698149,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,19,7.424773689062662,6.479424998986489,8.370122379138834,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,19,8.480436939762553,7.365420793903523,9.595453085621584,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,19,4.762379502786797,0.30987558810661664,9.21488341746698,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,19,8.87426763096682,3.9767018338541087,13.771833428079532,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,19,7.9393018298387155,7.064751410495948,8.813852249181483,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,19,9.041910043564451,4.963933326272901,13.119886760856,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,19,6.3846971806633,2.8793239283171665,9.890070433009434,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,19,-17.213098770393653,-89.36994186227219,54.94374432148487,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,20,7.41053052372855,6.513053234408747,8.308007813048352,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,20,8.380921612120694,7.331794861315531,9.430048362925858,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,20,4.943132647387845,0.8245137046330369,9.061751590142652,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,20,8.788238579980474,4.10752009615936,13.46895706380159,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,20,7.90793923749447,7.073689864528687,8.742188610460254,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,20,8.966559090249643,5.114139208137583,12.818978972361702,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,20,6.471967786508641,3.1321278443791107,9.81180772863817,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,20,-21.96217664806764,-108.48095535820576,64.55660206207048,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,21,7.396524970078511,6.545289547121677,8.247760393035346,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,21,8.284639914143296,7.297222976897382,9.27205685138921,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,21,5.118017134243752,1.319741741327377,8.916292527160127,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,21,8.703687899742532,4.23526220248456,13.172113597000504,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,21,7.87707207617541,7.080828981832954,8.673315170517867,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,21,8.89321893978474,5.259816765534409,12.52662111403507,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,21,6.556586702622089,3.3783290480689834,9.734844357175197,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,21,-26.090860234936276,-125.10943760619412,72.92771713632159,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,22,7.382757028112547,6.576111753551218,8.189402302673876,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,22,8.191591845830358,7.261577546139456,9.12160614552126,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,22,5.287032963354519,1.7952643905332324,8.778801536175806,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,22,8.620615590252994,4.359911346644815,12.881319833861172,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,22,7.846700345881537,7.086154772640444,8.607245919122631,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,22,8.821889592169745,5.400939468049824,12.242839716289666,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,22,6.638553929003644,3.617910415904793,9.659197442102494,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,22,-29.599149530999536,-139.25516025424912,80.05686119225005,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,23,7.369226697830656,6.605494609763898,8.132958785897413,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,23,8.10177740718188,7.224731030562795,8.978823783800964,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,23,5.450180134720144,2.250716968578713,8.649643300861575,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,23,8.539021651511858,4.481447626194312,12.596595676829404,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,23,7.81682404661285,7.089660214714352,8.543987878511347,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,23,8.752571047404656,5.537472046930127,11.967670047879183,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,23,6.7178694656533064,3.8508520357368528,9.58488689556976,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,23,-32.48704453625745,-150.91794734453015,85.94385827201523,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,24,7.355933979232837,6.633409663928976,8.078458294536699,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,24,8.01519659819786,7.186562276002443,8.843830920393279,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,24,5.607458648340628,2.68564590248532,8.529271394195936,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,24,8.458906083519123,4.599848308801999,12.317963858236247,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,24,7.787443178369347,7.091345841947906,8.48354051479079,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,24,8.685263305489473,5.669381730435933,11.701144880543012,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,24,6.794533312571074,4.077132103958185,9.511934521183964,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,24,-34.75454525070995,-160.097774677651,90.5886841762311,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,25,7.342878872319093,6.659826362369566,8.02593138226862,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,25,7.931849418878302,7.146966249324912,8.716732588431693,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,25,5.75886850421597,3.099484026282038,8.418252982149902,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,25,8.380268886274795,4.7150886182049305,12.04544915434466,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,25,7.758557741151031,7.091222845639435,8.425892636662628,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,25,8.619966366424196,5.796605205188725,11.443327527659664,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,25,6.868545469756952,4.296721789870997,9.440369149642908,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,25,-36.401651674357105,-166.7945752351762,93.991271886462,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,26,7.3300613770894225,6.6847104399664,7.975412314212445,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,26,7.851735869223204,7.105864464851822,8.597607273594587,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,26,5.904409702346172,3.4915212522704935,8.31729815242185,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,26,8.303110059778868,4.827136804744278,11.77908331481346,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,26,7.730167734957901,7.08931443825711,8.371021031658692,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,26,8.556680230208828,5.91909469415684,11.194265766260816,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,26,6.939905937210935,4.509593812683454,9.370218061738417,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,26,-37.42836380719888,-171.00831980933737,96.1515921949396,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,27,7.317481493543825,6.7080243896159955,7.926938597471655,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,27,7.774855949232565,7.063219843487825,8.486492054977305,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,27,6.044082242731232,3.86086921076105,8.227295274701413,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,27,8.227429604031345,4.935959710637138,11.51889949742555,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,27,7.702273159789958,7.085657991193257,8.31888832838666,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,27,8.495404896843365,6.0367829038544585,10.95402688983227,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,27,7.008614714933025,4.71570914667187,9.30152028319418,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,27,-37.83468164923531,-172.73901940390112,97.06965610543052,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,28,7.305139221682301,6.729727314327187,7.880551129037414,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,28,7.701209658906385,7.019050303523345,8.383369014289425,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,28,6.177886125371149,4.206423890623831,8.149348360118466,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,28,8.153227519032223,5.041515357224429,11.264939680840016,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,28,7.674874015647198,7.080306986173938,8.269441045120457,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,28,8.436140366327809,6.149594963565917,10.7226857690897,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,28,7.074671802923222,4.915029626724639,9.234313979121804,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,28,-37.62060520046623,-171.9866591675678,96.74544876663536,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,29,7.29303456150485,6.749776037755405,7.836293085254296,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,29,7.630796998244666,6.973441578007459,8.288152418481873,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,29,6.305821350265927,4.526835343252507,8.084807357279347,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,29,8.080503804781506,5.143757426616217,11.017250182946794,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,29,7.647970302529626,7.073331870490575,8.222608734568677,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,29,8.378886638662156,6.257432298191864,10.500340979132448,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,29,7.1380772011815266,5.1075032712726465,9.168651131090408,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,29,-36.7861344608919,-168.751242508776,95.1789735869922,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,30,7.281167513011473,6.768124732016481,7.794210294006466,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,30,7.563617967247407,6.926557230623442,8.200678703871372,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,30,6.427887917415563,4.8205023128016755,8.0352735220294509,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,30,8.009258461279192,5.242630056462776,10.775886866095608,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,30,7.6215620204372385,7.064821287134664,8.178302753739814,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,30,8.323643713846415,6.36017970964039,10.28710771805244,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,30,7.198830909707939,5.2930749814381794,9.1045868379777,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,30,-35.33126943051217,-163.03278760521005,92.37024874418572,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,31,7.26953807620217,6.784726776785502,7.754349375618838,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,31,7.499672565914607,6.878641863501875,8.120703268327338,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,31,6.544085826820059,5.085628764742095,8.002542888898022,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,31,7.939491488525281,5.338067525798156,10.540915451252406,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,31,7.595649169370038,7.0548814964065825,8.136416842333494,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,31,8.270411591880578,6.457704613972987,10.08311856978817,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,31,7.256932928502457,5.47167705924413,9.042188797760785,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,31,-33.256010109327164,-154.8312913413793,88.31927112272498,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,32,7.258146251076941,6.799536560607177,7.716755941546704,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,32,7.4389607942462685,6.830017113224251,8.047904475268286,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,32,6.6544150784794125,5.320392724771551,7.988437432187274,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,32,7.871202886519774,5.429991952405433,10.312413820634116,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,32,7.570231749328024,7.04363594917394,8.096827549482107,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,32,8.21919027276465,6.549849380506551,9.888531165022748,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,32,7.3123832575650844,5.643226823318765,8.981539691811404,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,32,-30.560356497336713,-144.1468160741394,83.02610307946597,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,33,7.246992037635784,6.812510300180717,7.681473775090851,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,33,7.381482652242388,6.781070307003103,7.981894997481674,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,33,6.758875672393625,5.523278584240614,7.994472760546636,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,33,7.804392655262669,5.518309943781433,10.090475366743906,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,33,7.545309760311194,7.03122301225177,8.059396508370618,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,33,8.169979756498625,6.636409541530423,9.703549971466828,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,33,7.365181896895816,5.807631995649559,8.922731798142074,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,33,-27.24430859454088,-130.97942098214494,76.4908037930632,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,34,7.236075435878701,6.823611184850325,7.6485396869070765,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,34,7.327238139902969,6.7322368966894786,7.922239383116459,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,34,6.857467608562695,5.693568004479227,8.021367212646163,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,34,7.739060794753969,5.602910348964883,9.875211240543054,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,34,7.520883202319551,7.017793686412167,8.023972718226934,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,34,8.122780043082509,6.717158548900494,9.528401537264523,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,34,7.415328846494656,5.964775989045684,8.865881703943629,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,34,-23.307866400939716,-115.32921212228824,68.71347932040881,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,35,7.225396445805692,6.83281211652292,7.617980775088464,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,35,7.27622725722801,6.683979473107457,7.868475041348563,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,35,6.9501908869866265,5.831856514416913,8.06852525955634,Out Of Work Less Than One
