outcome,outcome_type,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,employment_clean,estimate,conf.low,conf.high,batch
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,45,Self Employed,7.2900613549344015,6.83442179786174,7.745700912007063,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,46,Self Employed,7.306982217235695,6.874514681959095,7.739449752512295,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,47,Self Employed,7.319862565788443,6.911337485811777,7.728387645765109,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,48,Self Employed,7.329105208249298,6.942453511356807,7.715756905141789,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,49,Self Employed,7.335112952274906,6.965355917365783,7.704869987184028,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,50,Self Employed,7.338288605521913,6.97794843205564,7.698628778988186,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,51,Self Employed,7.339034975646971,6.979198633765913,7.698871317528029,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,52,Self Employed,7.337754870306728,6.969633803069444,7.705875937544011,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,53,Self Employed,7.334851097157831,6.951312419710962,7.7183897746047,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,54,Self Employed,7.330726463856928,6.927291372077053,7.7341615556368035,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,55,Self Employed,7.325783778060669,6.900972407592837,7.7505951485285,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,56,Self Employed,7.320420839795869,6.875618976091424,7.765222703500314,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,57,Self Employed,7.3148649366826515,6.853413517450686,7.776316355914617,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,58,Self Employed,7.309134898034168,6.835110641838059,7.783159154230277,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,59,Self Employed,7.3032368601749935,6.8209163602809015,7.785557360069085,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,60,Self Employed,7.2971769594297085,6.810671658126315,7.783682260733101,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,61,Self Employed,7.290961332122887,6.8039219733837015,7.778000690862072,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,62,Self Employed,7.284596114579115,6.799944923019747,7.769247306138483,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,63,Self Employed,7.278087443122965,6.7977529731782855,7.758421913067645,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,64,Self Employed,7.271441454079018,6.796085988148233,7.746796920009803,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,65,Self Employed,7.264664283771852,6.7934137729918485,7.735914794551856,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,66,Self Employed,7.257762068526047,6.787973343431374,7.727550793620719,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,67,Self Employed,7.250740944666179,6.777870649172468,7.723611240159889,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,68,Self Employed,7.243607048516829,6.761261752912591,7.725952344121066,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,69,Self Employed,7.236366516402573,6.736588282587821,7.736144750217326,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,70,Self Employed,7.229025484647991,6.702792844467143,7.755258124828839,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,71,Self Employed,7.221590089577664,6.659425599689685,7.7837545794656435,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,72,Self Employed,7.214066467516168,6.606603617319143,7.821529317713193,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,73,Self Employed,7.206460754788079,6.544863086829233,7.868058422746925,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,74,Self Employed,7.198779087717981,6.474980956231531,7.922577219204432,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,75,Self Employed,7.1910276026304505,6.397827104373326,7.984228100887575,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,76,Self Employed,7.183212435850063,6.3142686734955475,8.052156198204578,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,77,Self Employed,7.175339723701402,6.2251204930062745,8.12555895439653,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,78,Self Employed,7.167415602509043,6.131126500091866,8.203704704926219,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,79,Self Employed,7.159446208597566,6.032958888599223,8.285933528595908,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,80,Self Employed,7.151437678291544,5.93122491174056,8.37165044484253,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,81,Self Employed,7.143396147915568,5.826476448321097,8.460315847510039,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,82,Self Employed,7.135327753794203,5.719219354136677,8.55143615345173,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,83,Self Employed,7.127238632252037,5.609922638422173,8.6445546260819,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,84,Self Employed,7.119134919613644,5.4990248744568015,8.739244964770487,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,85,Self Employed,7.1110227522036045,5.386940647714679,8.83510485669253,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,18,Student,7.395063966667758,6.131089413095194,8.659038520240323,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,19,Student,7.395372084332013,6.214451133712626,8.576293034951401,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,20,Student,7.395680201996272,6.2963874755828355,8.494972928409709,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,21,Student,7.395988217589533,6.376554337372708,8.415422097806358,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,22,Student,7.396288905578117,6.45439992298151,8.338177888174723,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,23,Student,7.396563382633582,6.5290975687088,8.264029196558365,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,24,Student,7.39679168693083,6.599698921678746,8.193884452182914,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,25,Student,7.396953856644759,6.665141278412831,8.128766434876686,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,26,Student,7.397029929950266,6.72425316135614,8.069806698544392,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,27,Student,7.396999945022247,6.775790730467995,8.0182091595765,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,28,Student,7.396843940035609,6.818537690811516,7.975150189259702,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,29,Student,7.396541953165243,6.8514735616805895,7.941610344649896,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,30,Student,7.396074022586051,6.874013628682387,7.918134416489715,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,31,Student,7.395420186472929,6.886227655851746,7.904612717094112,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,32,Student,7.394560483000779,6.888950977736576,7.900169988264983,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,33,Student,7.393474950344498,6.883689649321058,7.9032602513679375,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,34,Student,7.392143626678984,6.8723721315013515,7.911915121856617,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,35,Student,7.390546550179138,6.8570594890742385,7.924033611284038,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,36,Student,7.388663759019856,6.8397152979075395,7.937612220132173,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,37,Student,7.386475291376037,6.8220812286295605,7.9508693541225135,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,38,Student,7.383961185422583,6.8056426714640565,7.96227969938111,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,39,Student,7.381101479334388,6.79162737066102,7.9705755880077565,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,40,Student,7.377876211286354,6.781042517100044,7.974709905472665,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,41,Student,7.374265419453378,6.774696282892682,7.973834556014074,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,42,Student,7.370249142010358,6.77322166291894,7.967276621101777,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,43,Student,7.365807417132195,6.77708044804123,7.95453438622316,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,44,Student,7.360920282993783,6.786547558617236,7.935293007370331,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,45,Student,7.355580170464845,6.801563270321928,7.909597070607761,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,46,Student,7.349868370350555,6.82105399202246,7.878682748678649,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,47,Student,7.343904957080741,6.843404259580012,7.84440565458147,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,48,Student,7.33781016674216,6.866809128551902,7.808811204932417,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,49,Student,7.331704235421561,6.889302314545242,7.774106156297879,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,50,Student,7.325707399205694,6.908848325056492,7.742566473354896,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,51,Student,7.319939894181317,6.923536034011005,7.716343754351629,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,52,Student,7.31452195643518,6.931902824689153,7.697141088181207,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,53,Student,7.309573822054036,6.933316698229538,7.685830945878534,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,54,Student,7.305215727124637,6.928239082384734,7.682192371864541,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,55,Student,7.301567907733736,6.918181319486637,7.684954495980835,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,56,Student,7.298748700891567,6.905369855637039,7.692127546146095,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,57,Student,7.296811779062817,6.891953106699588,7.701670451426046,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,58,Student,7.295731759692374,6.879362923667275,7.712100595717473,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,59,Student,7.295478446579282,6.868539414860187,7.722417478298377,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,60,Student,7.296021643522587,6.860041465167118,7.732001821878056,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,61,Student,7.2973311543213315,6.8541403378106205,7.740521970832043,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,62,Student,7.299376782774565,6.850881073896248,7.747872491652882,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,63,Student,7.302128332681329,6.850133056070183,7.754123609292476,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,64,Student,7.305555607840671,6.851618142577229,7.759493073104113,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,65,Student,7.309628412051636,6.854935193069705,7.764321631033567,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,66,Student,7.314316549113269,6.859569829922991,7.769063268303547,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,67,Student,7.319589822824613,6.864911558233367,7.774268087415858,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,68,Student,7.325418036984717,6.87026608778278,7.780569986186653,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,69,Student,7.331770995392625,6.874885170019377,7.788656820765873,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,70,Student,7.338618501847378,6.877988436292057,7.7992485674026995,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,71,Student,7.345930360148029,6.878819032025605,7.813041688270452,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,72,Student,7.353676374093617,6.876687536094915,7.830665212092319,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,73,Student,7.361826347483189,6.871023953919693,7.852628741046685,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,74,Student,7.370350084115791,6.861418997379207,7.879281170852375,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,75,Student,7.37921738779047,6.847640311531733,7.910794464049206,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,76,Student,7.3883980623062655,6.829632300475743,7.947163824136788,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,77,Student,7.397861911462227,6.807491615380695,7.98823220754376,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,78,Student,7.407578739057399,6.781432450403406,8.033725027711393,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,79,Student,7.4175183488908285,6.751749698856706,8.083286998924951,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,80,Student,7.427650544761556,6.718785621434041,8.13651546808907,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,81,Student,7.437945130468633,6.682903755813985,8.192986505123281,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,82,Student,7.448371909811098,6.64447023043786,8.252273589184338,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,83,Student,7.458900686588001,6.603843419938773,8.31395795323723,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,84,Student,7.469501264598387,6.561365995501928,8.377636533694846,pooled
duration,Duration,primary,age_x_employment,Student,NA,NA,NA,NA,85,Student,7.480143447641299,6.517363671079844,8.442923224202755,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,18,Unable To Work,9.14256201557516,7.650975859078035,10.634148172072283,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,19,Unable To Work,9.058284566159973,7.651356156435463,10.465212975884484,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,20,Unable To Work,8.97400711674479,7.650688794960728,10.297325438528851,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,21,Unable To Work,8.889730984732436,7.648763410300614,10.13069855916426,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,22,Unable To Work,8.805549428138603,7.64531519985342,9.965783656423785,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,23,Unable To Work,8.721706168993727,7.640035003111156,9.803377334876298,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,24,Unable To Work,8.638458849193961,7.632579585971568,9.644338112416357,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,25,Unable To Work,8.556065110635457,7.622567255938962,9.489562965331952,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,26,Unable To Work,8.474782595214373,7.609582785664092,9.339982404764656,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,27,Unable To Work,8.394868944826857,7.59318498313432,9.196552906519395,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,28,Unable To Work,8.316581801369066,7.572924644851373,9.06023895788676,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,29,Unable To Work,8.240178806737154,7.548386260283038,8.931971353191269,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,30,Unable To Work,8.165917602827273,7.519241327139627,8.81259387851492,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,31,Unable To Work,8.094055831535574,7.485331219859043,8.702780443212104,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,32,Unable To Work,8.024851134758217,7.446760579867371,8.602941689649063,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,33,Unable To Work,7.958561154391349,7.403978290898285,8.513144017884413,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,34,Unable To Work,7.895443532331128,7.357820054205197,8.433067010457059,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,35,Unable To Work,7.835755910473708,7.3094894534430095,8.362022367504407,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,36,Unable To Work,7.779755930715237,7.260471774274723,8.29904008715575,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,37,Unable To Work,7.727701234951876,7.212409102908491,8.242993366995263,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,38,Unable To Work,7.679849465079776,7.1669721046432375,8.192726825516313,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,39,Unable To Work,7.636458262995087,7.1257487286436945,8.14716779734648,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,40,Unable To Work,7.597785270593963,7.090168734263916,8.10540180692401,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,41,Unable To Work,7.564088129772563,7.061451794963016,8.06672446458211,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,42,Unable To Work,7.535624482427035,7.040570081827633,8.030678883026436,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,43,Unable To Work,7.512651970453536,7.028203507552956,7.997100433354117,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,44,Unable To Work,7.495428235748218,7.0246737436186395,7.966182727877796,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,45,Unable To Work,7.484104145807468,7.029639949205024,7.938568342409911,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,46,Unable To Work,7.478064958515544,7.040841465278118,7.915288451752971,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,47,Unable To Work,7.476361775360213,7.055090270059729,7.897633280660697,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,48,Unable To Work,7.478044305007013,7.069107938608945,7.886980671405081,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,49,Unable To Work,7.48216225612147,7.0798473841185645,7.884477128124375,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,50,Unable To Work,7.487765337369115,7.084908466001734,7.890622208736497,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,51,Unable To Work,7.493903257415485,7.082898792175491,7.904907722655479,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,52,Unable To Work,7.499625724926109,7.073542688913565,7.925708760938654,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,53,Unable To Work,7.50398244856652,7.057475866930239,7.950489030202802,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,54,Unable To Work,7.506023137002248,7.035865101219816,7.976181172784681,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,55,Unable To Work,7.504797498898826,7.010045713848253,7.999549283949399,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,56,Unable To Work,7.499369257977741,6.981281353346484,8.017457162608999,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,57,Unable To Work,7.4892793579233645,6.950648379058142,8.027910336788587,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,58,Unable To Work,7.474652163107399,6.918897839337783,8.030406486877016,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,59,Unable To Work,7.455647562281578,6.886450735070882,8.024844389492273,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,60,Unable To Work,7.432425444197622,6.853487413974792,8.011363474420452,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,61,Unable To Work,7.405145697607268,6.820008848568484,7.990282546646052,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,62,Unable To Work,7.373968211262244,6.785867689485078,7.96206873303941,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,63,Unable To Work,7.339052873914276,6.7507888355815355,7.927316912247016,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,64,Unable To Work,7.300559574315092,6.714375596192261,7.886743552437923,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,65,Unable To Work,7.258648201216426,6.676113077411424,7.841183325021428,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,66,Unable To Work,7.213478643370002,6.635368184463846,7.791589102276158,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,67,Unable To Work,7.165210789527549,6.591395186227467,7.739026392827632,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,68,Unable To Work,7.1140045284408,6.5433490848187885,7.6846599720628115,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,69,Unable To Work,7.06001974886148,6.490315502479692,7.629723995243268,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,70,Unable To Work,7.003416339541317,6.4313617274738295,7.575470951608805,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,71,Unable To Work,6.944354189232045,6.365607315999559,7.523101062464531,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,72,Unable To Work,6.88299318668539,6.292307322993886,7.473679050376893,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,73,Unable To Work,6.819493220653078,6.210931497653872,7.428054943652283,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,74,Unable To Work,6.754014179886845,6.121217821733205,7.386810538040485,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,75,Unable To Work,6.686715953138413,6.023187039135882,7.350244867140944,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,76,Unable To Work,6.617758429159511,5.917117907843089,7.318398950475933,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,77,Unable To Work,6.5473014967018734,5.803492906842549,7.291110086561198,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,78,Unable To Work,6.475505044517225,5.682933822933859,7.26807626610059,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,79,Unable To Work,6.402528961357296,5.556141695885193,7.248916226829399,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,80,Unable To Work,6.328533135973813,5.423849477953641,7.233216793993985,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,81,Unable To Work,6.253677457118511,5.286789786445823,7.220565127791199,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,82,Unable To Work,6.17812181354311,5.145675017766798,7.210568609319423,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,83,Unable To Work,6.102026093999346,5.001188283587539,7.202863904411152,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,84,Unable To Work,6.025550187238945,4.853979696777701,7.197120677700189,pooled
duration,Duration,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,85,Unable To Work,5.948853982013636,4.704666004495863,7.19304195953141,pooled
